"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","class"
-0.486676912693654,0.13804640528301,-0.573282563602992,0.235121568030415,0.0662509310196563,-0.743197984280509,-0.233573450972234,-0.466989748117733,0.471541874465928,0.610199706140139,"G_1"
0.715945219610202,-0.0192445648546347,-0.69274837973737,-0.456755991661213,-0.441972361507692,-0.411480381480893,-0.877196895876493,0.0479224511013552,-0.0595187126866255,-0.128842141091244,"G_1"
-0.292212901418982,0.0686752061009786,0.116763997096211,-0.0922486780367329,0.0762439814711011,0.0336019784499501,0.131392342233161,0.188757693826608,0.161122628871854,-0.152790716182965,"G_1"
0.0620643454800159,-0.0983835420764892,0.0913107009807087,0.0285592927563251,-0.0332023619771892,0.0998390667864292,0.0184368230980751,0.0301862435686285,0.119666538437314,0.0389783996604446,"G_1"
-0.0389039938236935,0.405580101067494,-0.163742313707802,0.271462830216421,0.690648900360976,-0.304768429092206,-0.00152987989311876,-0.122016243259436,0.195508318891047,0.123257656181993,"G_1"
0.306334055001904,2.0291592206828,-1.64059607627191,-0.342050477154357,-0.0578407941826607,0.170361069702131,-0.05320882215199,0.971639606925332,1.00746779452834,-1.22460137305038,"G_2"
-0.385326856834621,0.576500372703495,1.90336201102688,-0.403289503444999,0.400156249794191,0.566680064869701,-1.11479354921237,-0.390607628528541,-0.657393731299179,0.620426170944027,"G_2"
-1.19371628735959,-0.686679333187171,1.77496618232917,0.637076120523918,-1.00683747374778,-1.85530143926857,1.39021254810282,0.321656467236792,0.176160698590714,0.24847406766015,"G_2"
-0.440275137451218,-0.443343878936109,-0.37955145434349,0.63630657815613,0.993404679750551,-1.19652153545057,0.556713058554544,-1.47388220627236,-1.18700602384558,1.07537003378929,"G_2"
0.829844295480741,-0.865232877978857,1.61999247344785,-0.399457371299474,-0.305154683354198,0.817452418137021,0.302421969100779,-0.911493066543763,0.0941763163070864,0.719760847413189,"G_2"
-0.212979242325932,1.37197078056769,2.06891430071075,-0.486247563455292,1.03715802296842,-0.712953792680655,-2.41215176812715,2.89153923325824,-0.112832446774934,-1.89392230972923,"G_3"
-1.82580597286615,0.600210821013786,0.260228304769423,-0.808173768897513,-0.62346288100572,1.65128435782253,4.21815711820245,-0.965554130202377,-0.577821263268629,-0.263234410257698,"G_3"
0.188352760140538,3.37024156711625,0.316755853901224,-1.06258371164964,-0.240482472539174,0.00488083084927196,0.805295977080917,-2.16296463536278,0.3185538268186,0.999683288654986,"G_3"
1.6831284476154,-1.49074347360426,0.518783800990146,0.719249021125064,2.84525316107144,1.16706903044099,1.02427352108146,1.12795739469109,0.327236376706175,0.707081747113262,"G_3"
-0.856552093387732,3.53817632598363,0.131990502109774,-1.53698048100801,0.435140104637573,0.669290481770482,1.33745602505425,-0.329172594132645,-0.38235091665947,-3.15958560600807,"G_3"
