"V1","V2","V3","class"
-0.737437122626766,1.03066329033031,0.36269630263732,"G_1"
-0.823955569215802,-1.16892206865832,0.489980363040925,"G_1"
-0.397844142548306,-1.34100524115376,0.569119179879763,"G_1"
-0.614625112937434,0.114783636665631,-0.0868301651330758,"G_1"
-0.696247236850994,-1.09779673794679,-0.153311476944539,"G_1"
-0.333422951770959,0.128178465426465,0.804258344693895,"G_1"
-0.113446054992626,0.139820723764257,0.160452748041718,"G_1"
0.422051916528586,-0.157741850932059,0.26414738734923,"G_1"
1.16997237967605,-0.138058475683055,0.107928435906655,"G_1"
-0.174664747871435,0.037488720522323,-0.262374111610328,"G_1"
-0.7526566955223,0.803341187119328,-0.0862864816012158,"G_1"
-0.124957164984407,-0.0371427199965406,0.023102768629838,"G_1"
0.00454877468177732,-0.0572055485309334,-0.072492359018706,"G_1"
-0.4242761472028,-0.6700053915802,-0.317571766969187,"G_1"
0.181597492926663,-0.569194886487383,-0.145442188509298,"G_1"
0.34895029192993,0.309325864769408,0.0333143420311507,"G_1"
0.23738185404724,0.361834463865839,-0.945175397774199,"G_1"
-0.342426153518842,0.247720849893313,1.28295154371603,"G_1"
-0.604078918631047,-0.0740571989651354,0.322338222023319,"G_1"
0.490699733502601,-0.389758294323865,0.590016581959633,"G_1"
-0.157402786918994,0.126617045513125,0.36538754306284,"G_1"
0.715685041336713,1.0951373071794,0.719646638324921,"G_1"
0.899907032455889,0.240743148092262,-0.099203156160705,"G_1"
1.19608084937194,-0.199617286169545,-0.54347553926993,"G_1"
0.710519127426265,0.405790362029693,0.376932092602057,"G_1"
-0.67848746069418,0.0389022563551759,0.804545703965423,"G_1"
0.266317054331416,-0.493314482639543,0.0821404381336,"G_1"
-0.147502880795127,-0.213119782780538,0.20010960040905,"G_1"
-0.210815093514982,0.385584393490221,-0.404675058093859,"G_1"
0.532326170452993,0.397895065741145,0.563262372100006,"G_1"
-0.307408212080946,-0.257380859365973,-0.186594459365854,"G_1"
0.436392320420345,1.06103031160098,-0.265525946447751,"G_1"
-0.609475137668586,-0.741623442129987,-0.840598431359265,"G_1"
-0.056681262790307,-0.228768104696668,0.0479355170049911,"G_1"
-0.7723437356597,0.264157965905,-0.3805629182356,"G_1"
1.16615723755846,-0.678373332235582,0.275599443178392,"G_1"
-0.280290899802483,-1.09560529300593,0.458802550903071,"G_1"
-0.0176903314345555,0.427010056513121,-0.746873746601922,"G_1"
-0.880702774753551,0.00874030523712836,-0.0178523259488692,"G_1"
-0.389992148597655,0.29541805371958,-0.686412917670104,"G_1"
-0.258302292164675,0.163570768516356,-0.73408763548365,"G_1"
0.196431765119397,-0.0877308227786753,0.732221517655486,"G_1"
-0.0619309865600401,-0.952723531963073,0.236188855250072,"G_1"
-0.909435406456205,0.260008919682894,0.523583351052112,"G_1"
-0.523671102823373,-0.778870197604387,-0.257392647073264,"G_1"
0.416882361660479,-0.110223976326094,0.524990252757833,"G_1"
1.16260600885783,-0.0526947857648517,0.0992296063089601,"G_1"
0.255218628141839,-0.0865259141968815,-0.509209624313614,"G_1"
0.122214521587569,0.874472064011519,0.331977686638757,"G_1"
1.22298611828325,0.0697997725181199,-0.0886557891854187,"G_1"
-1.79074448179152,1.31624853250612,1.01203621346857,"G_2"
-0.676520528031858,0.460527076348574,2.92565246108593,"G_2"
-2.68679837038422,-0.0447253478346236,-0.331099196113175,"G_2"
1.24057465036006,-2.12340213829967,-0.860979801361255,"G_2"
-0.799146888961371,-2.30689240766376,-0.381231520906779,"G_2"
-0.684696667425482,2.63142212637591,-0.688569081765379,"G_2"
2.78568309712851,-1.59462132329891,-0.776531064227001,"G_2"
-1.95566396362993,1.9751319587524,0.830770028529207,"G_2"
2.37055678128801,-2.11989370567483,-0.92622202586921,"G_2"
2.23163499202438,2.62214767730534,0.212429178087913,"G_2"
0.805243184027203,3.08619287826306,-0.902924945786747,"G_2"
0.502639109323889,-1.21979898752661,1.83517472317662,"G_2"
-2.35860123818017,0.430733297656459,-0.267684296434268,"G_2"
1.91321471781723,0.41102354316738,0.615013195372089,"G_2"
1.7696415004003,1.71370929004513,-1.66562900357785,"G_2"
-0.80623985145154,-1.50029768372315,1.47970870623289,"G_2"
-0.474608633625047,-1.33400184889046,-2.43673728465809,"G_2"
0.386217600390704,-2.30880670781576,-2.22581599179746,"G_2"
1.59762736306374,-2.3249526492831,0.735517326564185,"G_2"
2.10000291386508,-0.804564691190402,0.816179765153796,"G_2"
-1.59544762729314,-0.694514635485946,1.69752688358421,"G_2"
2.11722641143105,-1.28528353442711,1.87484504913291,"G_2"
1.01480064357047,-1.238008767117,2.20811703719776,"G_2"
2.15919636508385,-0.436736565687452,2.21407266887635,"G_2"
1.9041390218141,-1.20916560694634,-1.97357081458236,"G_2"
0.64234898804622,0.599785093834176,-1.82455365746544,"G_2"
2.79104183711309,1.19757450066168,0.629552262155924,"G_2"
-1.54556927296796,0.663553578983873,-2.16007355469473,"G_2"
1.97671371641924,2.39682476809956,-0.222356436282877,"G_2"
1.38357838550065,1.77903378773577,1.43013640177001,"G_2"
-1.00137281563028,2.75268414189833,1.84735309768358,"G_2"
0.779795033484371,-1.97892236798002,0.101238345456269,"G_2"
0.22396093472321,-0.698415106062668,2.49187227600602,"G_2"
-0.773498509353415,1.76722153689101,-1.88840661293987,"G_2"
-0.102135682454011,1.66364505933726,-2.44449423454471,"G_2"
-0.863657985056743,-1.16579741707635,2.9356765254922,"G_2"
-1.54046616148936,1.663711187077,2.45292536572807,"G_2"
-0.0043162108099826,1.5555909096872,2.2213854473822,"G_2"
-1.52531580809058,-1.76065297038405,0.279301436323911,"G_2"
