"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","class"
0.0522243838306049,0.109104224162184,0.147058785857431,0.144417501520603,0.222906134893538,0.0587666585218645,-0.122249822654408,-0.338088910754986,0.139298637098181,-0.0795408806462623,"G_1"
-0.287375342349108,-0.409025163332777,-0.0779363341676951,0.386190353988611,0.258573041573856,0.421373624354507,0.302410506090604,-0.157263516112702,0.00702989545910706,0.029186953027164,"G_1"
0.224334112737903,-0.179496920682952,0.0190316641546291,-0.229958845445155,0.186369373442654,0.216860172651213,-0.0476464958269113,0.200295019179374,0.371103296498762,-0.18937363392043,"G_1"
0.110311152493197,0.405244735495485,-0.0988079104472673,0.0213025796789312,0.11436230168619,-0.0531229892163497,-0.309591146269587,-0.079107386086404,-0.251079455298147,0.246712502219913,"G_1"
0.318655161520549,0.285052555263799,-0.0834225584692901,0.106623210960113,0.293046591879614,0.20008773560488,0.169524172989936,0.000321656168149026,-0.233920574885174,-0.387726799506601,"G_1"
-1.13084895196643,0.549983773360703,-0.0628997961748876,0.336125953061723,-1.23208011014274,0.106097240920849,-2.05611603156211,0.814030393213167,-1.03900162552124,1.86035176704959,"G_2"
-0.113963605114346,-0.763543796465343,-0.0587275264204397,-0.63256173352667,0.454573117403693,2.68876759409723,0.158670531804088,1.22263039802765,-1.18149219591936,-0.63192442897449,"G_2"
-1.87144888438858,0.334372989878763,1.80937307817206,-0.66942907979124,-0.553763904506204,1.22345001952357,1.45897949760985,0.336193096168434,-0.00875414553936124,-0.965542580311482,"G_2"
0.649041365410767,0.107869069195396,0.644979446549578,-0.459957803380114,-0.948237752433256,-0.977221544682379,1.08154646584258,-0.26421849342106,-1.61978472000457,0.167077180166988,"G_2"
0.467246881822153,-0.506469151347742,-1.01253385004481,0.500204573232169,-0.450914430165883,-1.09764834618609,0.196779229725025,-2.59414348556506,0.0499920033652179,-0.994965113344862,"G_2"
2.55532618066036,-0.395272343534416,-1.78689962601388,-0.602170278248935,-2.58833412767797,-2.02015849166649,-0.834974259824831,-1.88582115289381,2.11762791389226,0.584564759257381,"G_3"
-4.65528143162412,-0.355725653465521,-0.103592953018772,1.2925938940203,1.04929109282276,1.3718501442884,-0.273678228598919,-0.0276893404725818,0.0853910602964508,-1.95413164891908,"G_3"
1.15586714408411,-0.582795950124816,-2.92465181314443,-0.318555138321683,-1.15939851624081,-0.070320656881838,-0.666165726548176,-1.72979514057369,0.019811456558552,-1.52179883990799,"G_3"
1.67660091177758,3.0925858317578,0.117212362235492,0.459941666243729,1.8246427051441,1.13324060326728,-0.653600636440957,0.850630224157529,0.791024639534104,-3.05051503407493,"G_3"
0.106538454323447,3.10146785871342,-1.35236421182664,2.18005512118155,-0.256324715586353,-1.72056580207992,0.623219349506725,-1.66523061440985,1.13760248073034,0.380634033933065,"G_3"
