"V1","V2","V3","class"
-0.49184672444441,-0.0479230074698646,-0.213744018584792,"G_1"
-0.223276732405953,-0.0853656496343346,-0.616382616397874,"G_1"
-0.0325605087757258,0.295409187010591,-0.193756175320024,"G_1"
-0.382519554616645,-0.568233597760179,-0.0562274248791117,"G_1"
0.0765938069702504,0.627294236121077,-0.0800559718604616,"G_1"
-1.01104419660059,0.218564032278604,2.15595230832891,"G_2"
0.17777189049544,-2.57636256679976,0.0582362742690218,"G_2"
-1.56151887944007,0.948798502922047,1.71845952686737,"G_2"
1.40458596401538,0.975816421191529,-1.34663220538715,"G_2"
1.61116901754119,-2.36267369435966,1.02969193199957,"G_2"
-2.86943800075641,-0.184004994870849,4.52999804288322,"G_3"
-1.54789439130996,1.70255446740045,4.1168311765187,"G_3"
3.00063604958499,3.22163469512795,1.15400733958077,"G_3"
-4.28889815544757,0.813683353536832,-3.08886469510495,"G_3"
2.96892317740606,3.40967585597371,-2.3797088461981,"G_3"
