"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","class"
0.34231442447101,0.0225959004787311,-0.419367243068361,-0.398825509955069,-0.101918121129658,0.197403366649793,0.525500447906204,0.253332173705513,0.373406655019954,-0.194351183444301,0.0266727665832423,0.125941605373842,-0.467040932655229,-0.0507836877397967,-0.317928394316952,"G_1"
-0.220633079428695,-0.0966977692905767,-0.862100524647951,0.170866146063855,-0.500009805730099,-0.00569056338777409,-0.519674255821117,-0.299954582712736,-0.588311582977708,0.0952974959250675,0.595443788124383,-0.0933962057969149,0.288594301587654,-0.578731813006214,-0.278218203930835,"G_1"
0.18111481519917,0.0674909615283639,-0.107456451975217,0.0476454611546693,0.0573967363699828,0.0352438415846151,0.00707298656166749,0.189937962910825,-0.0990796393574811,-0.165593816671414,0.0527421655474706,0.116378767888177,0.159736290335339,-0.110491419017793,0.0749089184979295,"G_1"
0.291063041836783,-0.0210663920314594,0.173923694353985,0.151555584794697,-0.230568373639814,0.00158564209384744,-0.0865583554499182,-0.501353504094426,-0.412265606145668,-0.0644793709176424,-0.274748252518823,-0.275867371180624,-0.239919814248713,-0.114076461159216,-0.0934357858041907,"G_1"
0.599614420249902,0.100982785961577,0.372781754144056,0.562339931895452,-0.283981208879583,-0.377261132319869,0.139982418050388,0.250962972805699,0.099116146718823,0.377015959835248,0.0853674252575161,-0.579793040119543,-0.10118479585092,0.077818234912586,-0.738526284665549,"G_1"
-0.735812647950376,-0.401324494497096,0.0272553602801344,0.897457911699551,-0.294134498729213,1.18664763972219,0.439811972544163,-0.318994924984504,0.189261347752287,1.13188633351994,-0.308830662094719,0.23064894864758,-0.0314984873590371,-0.086391450080862,0.0153715268903563,"G_2"
-0.234462172165132,0.695299967635717,-0.152764463937602,1.21042485542802,0.275619489278387,-1.81206081019233,0.270465708744222,0.997554972831454,0.0692240054392552,-0.407759355239591,1.40446143868053,-1.93813300620546,0.175890650339339,0.683050242965369,0.169495485410357,"G_2"
0.3451115660646,0.672800882561472,-0.654239944061377,-0.983539417673169,-0.460635461520586,0.23301841785052,-0.780111307690308,-0.059012547911244,0.541983421420118,-0.0563242644781128,-0.792152065149268,0.405260306084588,-0.832297503302476,-0.254751218000033,0.0275765853535246,"G_2"
-0.608476276319055,-0.295233750189676,-0.271898552420298,-0.780289896812816,0.178370026160702,-0.612217463474873,-0.0708180906800242,-1.29158557160756,0.115801720525121,0.786188058501656,-0.285348081152882,0.633892915160424,0.585130812511085,-0.0274452245335263,-0.610053952695615,"G_2"
0.483707464404231,0.0707153340069403,-1.16480935740541,-1.12498481902169,0.563862650725488,-0.310560448019182,-0.957224480526653,0.492941955364257,0.563617015327515,-0.246688851581573,-1.11478220257901,-1.11400906681027,-0.00270349450319809,0.85063674001446,-0.21437897010183,"G_2"
0.348672362472843,-1.17676928505142,0.128054645848665,-1.03090035778962,-1.23298048178879,1.06523776652678,0.529095645311651,-0.156212521913845,1.01537589889658,-0.754167882195845,1.96663896446098,0.87870993461362,1.34730835544018,2.00529258278173,-0.410252796818235,"G_3"
-0.0591384300905452,0.89562545946871,2.82735127378762,-0.9558916636886,-0.721845898364279,-1.87929961793291,-2.08910901035639,1.67727055665907,0.582711011005603,0.436882397375723,0.886291481384675,-1.46826634814408,-0.908342087309556,0.97840935525373,-0.223719635541226,"G_3"
-0.470331905839094,-0.194241821805869,-0.177556667311997,-2.17648649157014,0.485843947711318,2.11572893814105,2.31779435966904,-0.672280263006166,0.331956492870517,1.5146939580157,2.88456527262965,0.0582977433887029,0.115507937610554,0.493079213832625,0.390521077955776,"G_3"
-0.162878859427358,0.51482691497286,0.807324706311372,2.06231460300758,0.944426714252467,-1.52672554753157,0.958705923815719,1.13857995609699,0.217191798940444,1.79802897048281,-1.52946290700553,0.872613135570053,1.30817256906989,-1.45128591515749,-0.688119864229567,"G_3"
-2.10773602088629,-0.897514984399835,0.329977817247426,0.261596071975989,2.35142498792423,-1.14301061409776,1.15309704625343,-1.34006905652819,-0.934125195337713,0.428706730639727,0.898478710371883,-0.212098863531077,-0.691744631877721,0.239451523524145,-0.561919443101874,"G_3"
