"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","class"
-0.514553587897632,0.0283607264949384,0.421220666242221,0.0689495193805852,-0.0938339510402243,0.488287188985311,-0.0380466469813045,-0.331748979762923,-0.217558406825246,-0.261708225548937,-0.930656719281948,0.208535454588771,0.356210265712835,-0.293515553461562,0.374852491973782,0.0821164159712672,-0.00612285625994744,"G_1"
-0.412403455472008,0.0839920552707282,-0.233149724331456,-0.564827992476913,-0.00101469798115623,-0.151433671745353,-0.338174628287983,-0.513367544165135,-0.419321053126052,0.214213333909108,0.0123886864219299,0.45988320476616,-0.675045270188713,-0.136293458353963,0.0969690183698592,-0.33293495292516,0.250965316826667,"G_1"
0.0726108561438957,0.12210832464733,-0.0016475751801736,0.0194237374174754,0.0377027495579218,0.19235361218795,-0.188475065867831,-0.0989907742920464,-0.0754155293517135,-0.0712964759469732,-0.14452189530605,-0.0569669246267755,0.0582391172783427,-0.0934526857324286,0.104100382783403,-0.0112484705936312,0.0618760267388574,"G_1"
-0.0752321665844811,0.0085257910434277,0.119118689839268,-0.0415149946613334,-0.0765583291448148,0.0187937595025532,0.054902176779868,0.00775728691016237,-0.00435201939174129,0.138047329231563,-0.073911239069093,-0.121519937764089,0.00759580640249363,0.0868653227025446,0.0226782772198846,0.0304253239577324,-0.107664907003931,"G_1"
0.00427735130652039,0.043008166159791,-0.143545369698153,0.0128415776267381,-0.0676945451090857,0.125755365734146,0.237688961010051,-0.121771312085818,0.0287176660924562,0.0348657730971362,-0.13113832133035,-0.239377011473543,-0.0756236142391045,0.10808524176791,-0.100056013147794,-0.0261667475741341,-0.0161175338567323,"G_1"
0.584932978069284,0.185819246355182,0.419998941020416,1.15675107933731,1.10466780048429,-0.0839220958772444,0.227073773281117,0.622108978341216,-0.129548778228622,-0.0729885764807588,0.227388140944291,0.822012084572393,-0.416218088059305,-0.0227698403374162,0.465541378681151,0.535148695973278,1.23969885527729,"G_2"
0.933378291570547,0.380780148633237,0.168695259103945,0.78579754688955,-0.839570801902653,-1.40573847729828,-1.28803786549854,0.0544502773524468,-0.515907351309243,-0.0331049008112529,-0.592715332400221,-0.216267007338895,-0.504369193268072,1.17986505708821,0.778577127848076,-0.291373500905268,0.0272541878882342,"G_2"
0.109764937146886,-0.107281633182077,-0.362886716979037,-0.579863049364871,0.0325892497517404,0.681749328293886,-0.344004586964062,-0.756976741673806,0.0311089198164961,-0.936253072526533,-1.0331917483312,1.08170022095979,-0.652836175191855,0.364114321228705,1.29696252595236,1.30528624930959,-0.367093453627801,"G_2"
0.383422866349127,0.415471205601496,-0.690156300290518,-0.507782814131072,-1.19077548460776,-0.010263326778687,-0.758665628344166,-0.644989865707807,0.102617162444639,0.467997840491727,-0.141942529726477,-0.667694554031772,0.944147183077971,0.184603397525044,0.130729278808935,-0.252512872770551,0.158957320409988,"G_2"
0.92911408961598,0.285691762371579,-1.80588136608248,0.472160751001533,-0.467496404846186,0.0182695909722314,-0.36211423994539,0.625696653960994,0.375893463446805,-0.223460335463364,-0.000889534940887178,0.169816716934832,0.18841172904346,-0.193179154642517,-0.395254274024581,0.0406429088201681,0.783500821963959,"G_2"
0.994850107880734,1.57919205047526,1.11572819622643,-0.512207006728892,0.576844299536541,-0.331797290065148,0.422431510900717,0.612543953268054,1.28411554926265,0.293234934235478,-0.626026483939518,-0.333226996824908,0.405326207517029,2.18878843728057,-1.45483886492673,-1.82931462091285,-0.122456455322856,"G_3"
2.23853451386075,0.646045719656011,0.44619874487447,-0.882695169626864,-0.526997423823224,0.19406971500865,0.674159137425198,-0.0747237630095635,2.06079008643926,-0.355286808704259,-0.090030290779966,1.27928981390411,0.334062806215565,0.54180453936994,-0.453504024461371,-2.21964468624357,-0.106554132078852,"G_3"
-0.192930541299796,-0.148632482120007,-0.295888178260633,-0.166728620418133,0.226581932549941,-0.426463404622502,-0.963525948318868,-1.15582030982392,0.428462359610065,-1.34192660821934,-0.534901373550398,-1.99659797617799,-1.58693965027098,-1.71350324914799,-0.691345989457577,-0.115004644598055,-1.2130399278315,"G_3"
-0.0168934257749271,-0.79660713760267,-1.4689281902206,0.399746663034842,0.775506917364582,-3.0809809862776,0.126663212427375,1.86996338197494,0.694232346928523,-0.50466375162389,-0.511671105477015,-1.04787017188028,0.120365151342647,0.457954374371861,0.34402116262464,1.5407076072815,-2.26098430228846,"G_3"
-0.330960559900705,-2.90030456931446,-1.87370387043811,1.79544199556989,-0.129222725144312,-1.27331832445895,0.67927306331162,-1.89932196956059,-1.7666884987416,-0.681258992661154,0.207174713397556,0.41344941249938,0.592439959385229,-0.14985445264093,0.669036944572013,1.02915650668225,0.05309625788653,"G_3"
