"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","class"
-0.379955097148017,0.102982892566862,-0.280880649132172,0.253064558327377,0.0286912450788894,0.0213488399889579,0.0320505391178163,0.215523444173449,0.122515964074958,-0.538813835036549,0.0850976703822351,0.183943534926978,0.362655283556605,-0.16944065596623,0.114803042724535,0.0136925314300258,-0.200034218649381,0.065838016658943,0.146222193431162,-0.256344193898273,"G_1"
0.0453459494453136,-0.272416273273873,0.0398932705082399,0.194878798568297,0.0637458033920715,-0.0687034101516318,-0.0933593648834856,0.106059428852827,-0.112321678795832,-0.0365918526672755,0.146801060279387,0.0810388178082868,0.0178808657981293,0.0536298121554004,-0.0557237082517923,0.18476518861623,0.108468788859722,0.0134833002409255,0.0191427431991316,0.137920898424262,"G_1"
-0.267366276319887,-0.0276168696854135,0.158707975307374,0.19427284075689,-0.0395470370404402,0.013836250715308,0.255378913996667,0.0434737629861731,-0.148654082422799,0.362192124413436,-0.0565334831114729,-0.470309467866115,-0.393047384223382,-0.262080788953262,0.513689627739877,-0.0148543398510118,0.132021530362749,-0.387820387125606,-0.0526767295327106,0.407261776099848,"G_1"
-0.436436612644842,0.255409482258881,-0.399037312432321,0.192708535282111,-0.169911207165926,-0.525093275004127,0.486499695494547,-0.450540433885114,-0.0169205848264965,0.020952794467018,0.340133981131366,0.0425155541372505,-0.0159505639646456,-0.0486197489663494,-0.144807950514321,0.0267654898941057,-0.441973135899218,0.184884693292336,0.4844175678632,0.133670928324541,"G_1"
-0.0854370698477186,-0.530547119593407,-0.154598171473448,-0.442250703244318,-0.484391142893468,0.0774166647794742,-0.0156018469309845,-0.218309430410567,-0.0992081705980439,0.287840970798269,-0.28775002807769,0.20506322262288,-0.248851616509075,0.23305209998768,-0.113432027790825,0.222353249149798,-0.152602133240972,-0.227809472170719,-0.281459962659416,-0.218744877739633,"G_1"
0.0823360918704411,0.320093687914269,0.0145481398065518,0.0437444812222404,-0.0182097415563748,-0.186248670502419,0.167553289544693,-0.0707941154898633,-0.135676112088195,-0.00992005857591088,0.00454124237994315,-0.118566866820683,0.0608447852261112,-0.0107896167141801,0.0133042494202287,0.0667530631161164,0.195147039748411,-0.201199676023634,-0.204599367288845,0.0738352874315755,"G_1"
0.160043791513965,0.199788514728601,0.086513768216055,-0.38382130893919,-0.49339929630372,0.36968829422286,0.0781906249642426,-0.285577095530324,-0.190904451129418,-0.333647371370322,-0.370487722709846,-0.218933984955828,0.138518419472604,-0.0975192825477035,-0.126952369083389,0.270238500322789,0.204737697202846,0.215398110626672,0.0434996770425835,0.00246873787643311,"G_1"
0.0259582784651209,-0.023955135082679,-0.113352705490484,-0.0823737952745205,0.104728743064765,0.286751945073457,0.475103141168955,0.0997869855966685,-0.042759544993439,0.400424168406004,-0.0732044294662753,0.0796425408212204,-0.107381755060184,-0.311923995505976,0.17169822630282,-0.0952790003574611,-0.239762404305245,-0.0813043512213482,0.0792643888592569,0.171882674805561,"G_1"
0.074009880343773,0.182223374359001,-0.260205889270351,-0.0931471597173465,0.406368896164836,-0.0883879922754732,0.249423099627365,-0.0120892947686509,0.482302387996883,0.0485242725779158,0.188571016326374,-0.279508779624507,-0.110307033788527,0.276419870197094,-0.0625155963794355,-0.205533943837452,0.205319673424508,0.113092466659171,-0.169453641954343,0.158491766601779,"G_1"
-0.387546116702991,-0.304761686434309,0.272550017067575,-0.298325509232923,-0.193885359476966,-0.570255438222444,-0.000378689770035995,0.11729887670062,0.166149824386226,-0.416533868838579,-0.745303067112062,0.282739030534505,-0.150972642774865,-0.307984732438742,-0.408460723343423,-0.0600913609625045,0.132130359910435,-0.0643493667846632,-0.231206953886446,-0.640502208265121,"G_1"
-0.28665723451786,-0.177073817071164,0.0828989804465737,0.100092903170944,-0.0197818551611149,0.0189914535804044,0.085091805531225,0.359866908650681,-0.0772384550771544,0.000197137317156464,-0.22604334911254,-0.00302449578364838,-0.0468100224520923,-0.129762262743451,0.22666527243733,0.229120053306526,-0.0300304246413698,-0.343211513268698,-0.0885529759859516,-0.159834681399851,"G_1"
-0.188459128716431,-0.0526090814808636,0.417246018564128,0.101156212694217,0.142173918928617,-0.266820928511327,-0.174821561621887,0.146787129206254,-0.0238129097536123,-0.0861381946052851,0.162823414156465,0.374885712660924,-0.239876878657051,-0.0564759950883805,0.386851742348018,-0.0905799918924787,0.179767880937066,-0.0639329717725866,-0.0628894997256061,-0.414136712127119,"G_1"
-0.0960801755527321,-0.0413480682953501,-0.0465498845325438,0.0592534010102158,-0.0855273940022315,0.035424168945476,-0.0280132605005756,0.21791780192444,0.172270732402663,-0.00888751779679358,-0.0846293019785507,0.0469568585085183,0.131188728501253,-0.07645698281077,0.0427690132951205,-0.0699678610683419,-0.0335445595505534,0.0264877930256516,0.0714638166024089,0.0342697899491021,"G_1"
-0.334422315351596,0.109608161183665,0.455750681171439,0.443034013083973,-0.324486567841055,-0.100593006446907,0.018659864968013,-0.0196358313426578,0.183265788277581,-0.210549397240355,0.0630641564869397,0.238125581026355,-0.0843994434217464,0.251077401831919,0.0643157875934189,0.273618196219742,0.188272288621811,-0.107883711255042,0.292543864421597,-0.208168687870699,"G_1"
0.0599476567034668,-0.221677080717201,-0.0965278260160845,-0.0909896395140202,0.208916248724073,-0.14851257077794,0.23429706247394,0.245572203800887,0.103978048075431,-0.0975570453966307,-0.0396545729851811,0.0569418145011126,-0.0122904311014137,0.0444056248506163,0.0131246015782719,0.0960202201248122,0.0775988626693716,-0.0299164952586003,-0.18785773836881,-0.237111036614488,"G_1"
-0.0189711163420423,0.331962877997567,-0.0408798918769593,-0.234478620888571,-0.0938737482926002,0.144574929615127,-0.104805519044542,-0.35501801454817,-0.172469986176901,0.0284467129203126,0.0767662693656018,0.0120122390853157,-0.12705120727807,0.0115734254841126,0.0871499914258807,-0.0379434381792462,-0.1488229378956,0.197777266841123,-0.376926505904356,-0.0254432076510858,"G_1"
-0.0910876516834525,-0.237954129725693,-0.0273133280742767,-0.040259365501149,-0.316035623068462,-0.102537106382369,-0.445898201930151,0.25106808171524,-0.334967411405372,0.318362729695681,0.212520989569836,0.167822659159111,0.0275058163357156,0.449112304497865,0.0247001417767721,0.460224036372462,-0.315582058097161,-0.0881659344180267,-0.0750087697894313,0.606865249759029,"G_1"
